"district","hour","rev1","rev2","rev3","rev4"
"9510","6am",13909.609,20041.711,21140.565,11120.36
"9511","6am",7487.592,27138.919,28260.667,11308.121
"9512","6am",11744.146,23063.683,17368.163,10059.826
"9513","6am",5957.934,20842.673,13312.708,6960.651
"7501","7am",11125.338,20619.93,23013.739,25694.886
"7502","7am",22352.873,26900.874,23836.09,55872.803
"7503","7am",18161.49,17794.745,21285.211,21729.405
"7504","7am",15799.749,23990.051,25634.22,16351.219
"7505","7am",18418.873,34888.472,36033.691,25162.014
"7506","7am",18739.668,36930.118,38095.135,22264.328
"7507","7am",32393.339,43268.367,33662.377,30144.54
"7508","7am",13257.399,25427.709,32784.016,29694.529
"7509","7am",22940.907,55739.267,38693.778,53304.913
"7510","7am",19407.61,21119.972,20213.41,48471.865
"7511","7am",22688.705,28222.305,21334.614,47077.982
"7512","7am",43870.348,43626.701,32876.839,29911.936
"7513","7am",40652.658,31142.082,32796.972,19879.565
"7514","7am",37377.212,39640.296,36696.757,27770.612
"7701","7am",15818.4,42732.404,25783.204,4269.661
"7702","7am",15663.925,47421.256,22455.837,18792.613
"7703","7am",11789.022,25933.725,20632.94,8278.824
"7704","7am",20897.816,23145.166,11545.383,2928.534
"7705","7am",7933.316,17322.109,11045.681,3093.679
"7706","7am",8143.572,20853.352,9119.197,1944.493
"7707","7am",7432.801,26380.107,8086.439,1852.724
"7708","7am",11118.811,20284.476,21666.089,6418.569
"7709","7am",5137.507,19805.886,12228.182,2894.95
"7710","7am",6088.6,28090.911,12012.855,7347.965
"7711","7am",15066.223,30079.597,9013.549,5977.853
"7712","7am",16047.71,17103.33,11308.2,4574.69
"7713","7am",7908.439,6755.976,4766.685,1695.165
"7714","7am",13326.363,18647.174,17521.839,5622.763
"7715","7am",9052.925,12817.359,4436.012,1626.279
"7716","7am",12156.929,25968.77,15139.156,4123.283
"7801","7am",6444.275,23783.943,15148.334,24511.808
"7802","7am",7202.57,10332.002,17254.848,23059.837
"7803","7am",9659.578,17191.685,25381.056,28842.558
"7804","7am",6493.178,14068.532,12785.728,8979.923
"7805","7am",13423.957,25140.108,20663.842,16202.514
"7806","7am",14143.548,28864.772,19333.512,9505.343
"7807","7am",18786.434,9863.978,10552.429,1978.949
"7808","7am",11758.956,15575.536,12313.161,4640.643
"7809","7am",8146.676,16547.247,17499.642,8150.301
"7810","7am",2153.699,6734.099,6206.719,4262.283
"7811","7am",7693.033,17024.193,23736.232,24780.303
"7812","7am",9481.435,32719.599,31035.104,41051.804
"7813","7am",3685.702,9248.177,10867.242,10742.14
"7814","7am",1964.613,5854.089,7272.303,4658.346
"7815","7am",4076.301,12713.526,8815.831,5510.261
"7816","7am",14168.358,31746.995,28164.419,18296.2
"9101","7am",20720.305,18691.874,9642.186,6066.955
"9102","7am",5222.585,15694.973,11270.557,7982.964
"9103","7am",14090.01,18164.37,13718.476,6018.072
"9104","7am",7723.294,13838.063,11806.464,7354.782
"9105","7am",8277.04,28137.396,18687.745,12006.486
"9106","7am",18629.384,17488.596,20946.564,11422.049
"9107","7am",15744.592,21885.775,26261.559,9095.651
"9108","7am",8953.331,17434.856,12499.057,8137.947
"9109","7am",12825.848,21509.421,15537.101,10867.495
"9110","7am",20261.083,18731.05,9084.783,5503.802
"9111","7am",8091.404,21114.224,18191.9,9270.227
"9112","7am",5172.357,13132.509,13608.283,6552.393
"9113","7am",10245.392,23377.026,19078.475,15108.607
"9114","7am",3133.183,7366.912,13677.606,10418.932
"9201","7am",27226.361,37521.413,29466.373,11563.075
"9202","7am",21236.66,19785.106,22022.264,14368.7
"9203","7am",23302.463,32363.585,34162.309,33532.599
"9204","7am",20097.63,31082.037,21370.872,11299.216
"9205","7am",17243.97,18360.654,28045.345,29323.986
"9206","7am",13798.514,19203.539,27287.457,28848.81
"9207","7am",5910.971,15222.795,23600.015,32822.49
"9208","7am",10097.563,20319.421,24812.748,29609.137
"9209","7am",13966.922,38782.889,34179.568,25575.61
"9210","7am",12078.754,28519.918,32770.152,34752.997
"9211","7am",16870.963,25234.324,11651.46,8993.991
"9212","7am",11965.215,21053.431,18483.449,14625.411
"9302","7am",8314.347,15638.214,11275.866,1927.209
"9303","7am",41385.419,35225.71,17600.361,4011.548
"9304","7am",36308.53,39089.922,21457.985,2900.488
"9305","7am",28753.201,17311.382,13517.601,8929.374
"9306","7am",14822.18,37696.137,22060.001,8785.757
"9307","7am",23487.577,23315.147,13049.941,7386.779
"9308","7am",18289.078,20693.322,11484.016,2236.707
"9309","7am",35092.524,26135.434,14310.98,7074.514
"9310","7am",32550.157,39145.245,14077.703,3803.426
"9311","7am",48097.535,36019.276,10675.874,3727.535
"9312","7am",60225.919,55697.266,20509.472,5761.196
"9402","7am",27549.866,42533.219,17056.376,4774.717
"9403","7am",27838.405,39067.44,32632.669,6290.26
"9404","7am",17581.472,21544.959,15454.097,4603.765
"9405","7am",11276.04,24110.206,15655.87,5471.776
"9406","7am",21232.208,32298.132,11747.268,5220.265
"9407","7am",23750.638,30908.801,29520.588,17309.691
"9408","7am",4637.538,25608.869,23032.618,11518.434
"9409","7am",18050.849,42564.84,36907.626,24202.566
"9410","7am",5364.331,14455.294,9072.327,5519.626
"9411","7am",17605.758,16950.248,5184.81,3884.384
"9412","7am",6046.897,10311.291,4815,4731.661
"9413","7am",18658.359,19258.786,9519.928,2193.834
"9414","7am",3185.188,8519.113,8302.813,5264.965
"9501","7am",17338.109,23716.735,17121.226,4375.107
"9502","7am",17180.287,21089.346,12003.281,4883.092
"9503","7am",8468.517,16486.837,9223.582,7056.733
"9504","7am",8013.425,14296.853,15759.311,5886.718
"9505","7am",11581.947,24787.264,14951.674,3684.242
"9506","7am",15010.105,17591.382,10790.911,3054.456
"9507","7am",24381.419,33896.319,2768.869,1350.788
"9508","7am",23417.276,37286.104,18824.584,4959.499
"9509","7am",9385.51,17214.587,12347.655,12583.784
"9510","7am",12928.113,18672.01,19606.424,9421.991
"9511","7am",6851.422,25695.818,26718.721,11308.121
"9512","7am",11368.186,23378.609,15621.221,9418.667
"9513","7am",5957.934,19266.502,12560.495,6841.527
"7501","8am",11731.506,25541.267,27863.194,26711.211
"7502","8am",23422.353,27348.85,30019.038,54274.49
"7503","8am",22010.168,23670.793,26245.178,24462.33
"7504","8am",17058.867,27162.41,24223.317,14407.117
"7505","8am",17948.577,35334.752,34048.812,22128.523
"7506","8am",18688.487,38373.18,36886.255,19943.052
"7507","8am",32877.374,43508.183,30435.043,30703.088
"7508","8am",14595.726,25027.392,32522.647,27304.024
"7509","8am",23219.927,56972.54,41885.47,49634.728
"7510","8am",19016.183,25072.733,21309.376,44671.387
"7511","8am",21424.753,28248.76,25620.166,42721.958
"7512","8am",44820.204,39446.017,31542.302,27336.48
"7513","8am",39379.373,33230.281,33081.274,18428.645
"7514","8am",38640.168,36717.999,30632.459,25709.938
"7701","8am",17506.134,42771.065,22697.781,2691.362
"7702","8am",14748.353,41311.048,23586.797,17023.048
"7703","8am",12072.995,25303.803,18269.764,7263.892
"7704","8am",20487.048,22936.817,10260.649,2743.933
"7705","8am",7195.735,15887.303,8592.361,3043.467
"7706","8am",8067.271,19360.076,8142.085,1841.403
"7707","8am",7091.719,23275.413,7476.379,1852.724
"7708","8am",10227.432,19195.928,16842.628,4528.802
"7709","8am",6601.305,18255.418,9283.834,2894.95
"7710","8am",4747.993,26786.138,10548.242,6890.964
"7711","8am",15321.235,26243.926,10365.758,4995.178
"7712","8am",15021.846,15751.266,10859.193,4034.471
"7713","8am",8003.864,6382.182,3844.632,1695.165
"7714","8am",12068.073,15707.944,14901.363,4746.277
"7715","8am",8577.284,11722.423,4132.142,1286.338
"7716","8am",11890.296,21931.567,12547.825,2819.827
"7801","8am",6212.917,20566.987,12930.436,19063.456
"7802","8am",6221.997,8329.074,15190.51,20475.747
"7803","8am",9559.582,14983.309,24673.876,23425.478
"7804","8am",6794.833,11471.102,11364.762,8141.162
"7805","8am",13216.953,24008.017,17407.659,13846.157
"7806","8am",14025.924,27889.744,17477.363,7246.909
"7807","8am",17795.763,10040.773,9673.026,2045.307
"7808","8am",11918.275,13890.413,8782.644,4413.374
"7809","8am",8108.907,14770.608,16029.32,8150.301
"7810","8am",1976.167,5986.98,4915.041,3447.082
"7811","8am",7111.883,13746.786,20091.092,20605.061
"7812","8am",11000.816,36336.337,33825.405,41606.885
"7813","8am",3925.699,8032.331,9663.316,8041.436
"7814","8am",1794.34,5167.981,5762.788,3473.735
"7815","8am",3328.226,11533.853,6487.793,4904.488
"7816","8am",12998.088,30421.657,29614.359,16891.922
"9101","8am",19034.59,18652.04,9268.322,6305.138
"9102","8am",5114.544,13374.31,9551.223,7504.444
"9103","8am",13594.571,15220.146,11840.189,4776.074
"9104","8am",6593.377,11502.607,9844.343,4843.137
"9105","8am",8263.549,23910.276,15026.111,8418.325
"9106","8am",18377.902,17284.112,20775.887,10471.833
"9107","8am",12955.124,19509.837,22702.099,6159.967
"9108","8am",8728.804,15769.457,9601.552,5971.308
"9109","8am",11675.35,20604.623,14735.914,10666.822
"9110","8am",18892.932,14681.561,7905.656,4907.927
"9111","8am",8703.887,21220.45,15691.843,7619.879
"9112","8am",4554.072,13285.933,9545.019,6150.771
"9113","8am",9625.005,21512.528,21013.59,13430.444
"9114","8am",2879.23,6679.679,13968.839,8232.593
"9201","8am",25626.063,33055.388,26085.715,10218.423
"9202","8am",18504.845,18484.571,18272.501,14120.719
"9203","8am",23752.02,30954.562,33108.717,32808.319
"9204","8am",20074.088,32974.555,22222.754,11648.378
"9205","8am",17851.034,20615.534,26728.047,33022.049
"9206","8am",13437.335,21157.901,26150.641,23887.032
"9207","8am",5904.748,15930.554,19719.993,28752.463
"9208","8am",10211.824,20671.924,22440.677,26358.211
"9209","8am",13322.373,39208.845,30096.11,24384.013
"9210","8am",12176.615,28818.598,30492.933,30063.08
"9211","8am",16137.762,28102.742,10768.071,8443.084
"9212","8am",11686.616,18709.848,16226.315,13038.185
"9302","8am",7839.661,13789.496,10583.274,1721.636
"9303","8am",40120.85,36904.051,18815.992,3300.213
"9304","8am",32076.048,36694.99,20874.672,4626.599
"9305","8am",27359.678,15489.366,8382.77,4618.97
"9306","8am",13407.706,35613.152,16632.209,7009.646
"9307","8am",21754.786,18729.355,11380.821,7323.449
"9308","8am",17445.816,20094.81,10631.058,2426.738
"9309","8am",32555.499,25040.372,14633.986,6504.905
